AdvertisingID,CountryCode,IPAddress,IsOver18,AppVersion,DeviceName,DeviceOS,Language,Platform,HasAcceptedTargetedAds
76ff3d04-ede5-4c66-94e6-b7d2201adaac,US,114.122.78.179,false,1.0.1,samsung SM-A326B,Android OS 13 / API-33 (TP1A.220624.014/A326BXXSCCXH1),English,Android,false
